group	se	rank	jsd	fdr	cn_mean	gene	dist_kb	chrom	start	end
Fibrosarcoma	USE_10766	6	0.5101	0.3672	1.037	SFSWAP	128	chr12	131626511	131627829
Fibrosarcoma	USE_4417	7	0.5165	0.387	0.963	ADARB2	274	chr10	1726645	1737377
Fibrosarcoma	USE_40163	8	0.5174	0.3894	0.927	ADCY8	41	chr8	130948804	130956170
Fibrosarcoma	USE_40303	9	0.5179	0.3906	0.994	COL22A1	39	chr8	138787061	138794212
Fibrosarcoma	USE_24179	10	0.519	0.3939	1.004	NOL4L	43	chr20	32469785	32470998
Fibrosarcoma	USE_40302	11	0.5192	0.3943	0.994	COL22A1	10	chr8	138739491	138741136
Fibrosarcoma	USE_34804	12	0.5274	0.421	0.984	TMEM200A	38	chr6	130365198	130366898
Fibrosarcoma	USE_14867	13	0.5331	0.4396	1.007	CARHSP1	11	chr16	8848656	8850437
Fibrosarcoma	USE_37559	14	0.537	0.454	1.007	PLXNA4	44	chr7	132430331	132431480
Fibrosarcoma	USE_24058	15	0.5402	0.4653	0.878	NXT1	94	chr20	23257168	23259207
Glioblastoma, IDH-Wildtype	USE_11694	1	0.307	0.1612	0.775	TMTC4	236	chr13	100875285	100876733
Glioblastoma, IDH-Wildtype	USE_11693	2	0.3486	0.1612	0.775	TMTC4	242	chr13	100875242	100888353
Glioblastoma, IDH-Wildtype	USE_10009	3	0.3997	0.1612	0.686	ATP2B1	84	chr12	89731409	89734641
Glioblastoma, IDH-Wildtype	USE_30939	4	0.4152	0.1612	1.147	FASTKD3	69	chr5	7793396	7795355
Glioblastoma, IDH-Wildtype	USE_27187	5	0.4543	0.1612	0.951	CACNA2D3	40	chr3	54639015	54639920
Glioblastoma, IDH-Wildtype	USE_40768	6	0.4787	0.1628	0.29	CDKN2B	111	chr9	22117355	22118741
Glioblastoma, IDH-Wildtype	USE_26041	7	0.4913	0.1713	1.146	RFPL3	22	chr22	32334762	32335833
Glioblastoma, IDH-Wildtype	USE_16470	8	0.5039	0.186	1.107	SPECC1	78	chr17	20084942	20086784
Glioblastoma, IDH-Wildtype	USE_10936	9	0.5079	0.191	0.878	RASL11A	62	chr13	27334220	27336066
Glioblastoma, IDH-Wildtype	USE_23574	10	0.5095	0.1929	1.082	TWIST2	55	chr2	238928898	238939716
Glioblastoma, IDH-Wildtype	USE_33136	11	0.5115	0.1956	0.85	SLC22A23	27	chr6	3389508	3391433
Glioblastoma, IDH-Wildtype	USE_35310	12	0.5134	0.198	0.876	WTAP	146	chr6	159593902	159595938
Glioblastoma, IDH-Wildtype	USE_23571	13	0.5169	0.2051	1.1	ASB1	204	chr2	238643683	238644777
Glioblastoma, IDH-Wildtype	USE_13400	14	0.517	0.2052	0.954	OCA2	100	chr15	27826318	27827101
Glioblastoma, IDH-Wildtype	USE_39465	15	0.5177	0.2066	0.966	ATP6V1C1	57	chr8	103104593	103105290
Gliosarcoma	USE_40186	1	0.3886	0.1657	1.516	TG	54	chr8	132945484	132947323
Gliosarcoma	USE_35832	2	0.4212	0.1904	1.979	MACC1	11	chr7	20164028	20165639
Gliosarcoma	USE_28691	3	0.4476	0.2231	1.906	FXR1	53	chr3	180871729	180872443
Gliosarcoma	USE_36208	4	0.4555	0.2362	1.747	INHBA	588	chr7	41096677	41098424
Gliosarcoma	USE_39745	5	0.458	0.2402	1.406	SNTB1	111	chr8	120785185	120786863
Gliosarcoma	USE_39084	6	0.4723	0.2684	1.445	ZFHX4	157	chr8	76616355	76617555
Gliosarcoma	USE_39326	7	0.4741	0.2722	1.408	SDC2	31	chr8	96583849	96585481
Gliosarcoma	USE_40194	8	0.4764	0.2774	1.532	SLA	22	chr8	133091387	133093938
Gliosarcoma	USE_39085	9	0.479	0.283	1.445	ZFHX4	152	chr8	76617003	76626028
Gliosarcoma	USE_13918	10	0.4894	0.3068	1.13	RORA	99	chr15	60758505	60759997
Gliosarcoma	USE_37602	11	0.4915	0.3121	1.02	BPGM	28	chr7	134690423	134692580
Gliosarcoma	USE_39325	12	0.505	0.3449	1.408	SDC2	18	chr8	96570132	96572154
Gliosarcoma	USE_10332	13	0.5068	0.3498	0.971	CMKLR1	6	chr12	108305781	108307739
Gliosarcoma	USE_38219	14	0.5079	0.3527	1.401	TRMT9B	99	chr8	13087148	13088321
Gliosarcoma	USE_38991	15	0.5079	0.3527	1.456	C8orf34	10	chr8	68584629	68585972
Hepatoblastoma	USE_18627	1	0.4465	0.2187	0.569	ALPK2	142	chr18	58406891	58417751
Hepatoblastoma	USE_19331	2	0.4528	0.23	0.943	SLC25A42	10	chr19	19099112	19099425
Hepatoblastoma	USE_14977	3	0.4546	0.2328	1.168	NOMO1	9	chr16	14873585	14875006
Hepatoblastoma	USE_35414	4	0.4745	0.273	1.366	UNC93A	16	chr6	167309029	167310388
Hepatoblastoma	USE_37974	5	0.4823	0.2908	1.057	RNF32	46	chr7	156607224	156617092
Hepatoblastoma	USE_6377	6	0.4865	0.3006	0.994	KRTAP5-6	7	chr11	1689600	1691113
Hepatoblastoma	USE_14845	7	0.4922	0.3154	1.7	NAGPA	6	chr16	5035707	5036705
Hepatoblastoma	USE_5949	8	0.4923	0.3157	1.123	GPAM	43	chr10	112224985	112227231
Hepatoblastoma	USE_28895	9	0.493	0.3178	1.045	LPP	224	chr3	188745561	188747333
Hepatoblastoma	USE_35407	10	0.4949	0.3227	1.366	TCP10L2	45	chr6	167216205	167217192
Hepatoblastoma	USE_22554	11	0.4959	0.3248	1.578	SCN1A	68	chr2	166134983	166135977
Hepatoblastoma	USE_35419	12	0.4964	0.3258	1.397	TTLL2	81	chr6	167423391	167424087
Hepatoblastoma	USE_36428	13	0.5015	0.3385	1.001	EGFR	63	chr7	55177158	55179621
Hepatoblastoma	USE_5200	14	0.5032	0.343	1.06	PHYHIPL	138	chr10	59073057	59074284
Hepatoblastoma	USE_31314	15	0.5037	0.3442	1.051	SELENOP	32	chr5	42875197	42876392
Hepatocellular Carcinoma	USE_38270	1	0.4815	0.1612	0.898	FGL1	20	chr8	17906465	17908669
Hepatocellular Carcinoma	USE_19467	2	0.4859	0.1612	1.137	CEBPA	23	chr19	33275714	33279127
Hepatocellular Carcinoma	USE_35423	3	0.4864	0.1612	0.93	AFDN	223	chr6	167675544	167677236
Hepatocellular Carcinoma	USE_18628	4	0.4943	0.1612	0.77	ALPK2	108	chr18	58445499	58447029
Hepatocellular Carcinoma	USE_34278	5	0.4978	0.1612	1.017	EYS	411	chr6	64300874	64302947
Hepatocellular Carcinoma	USE_4543	6	0.5143	0.1612	0.965	ITIH2	22	chr10	7700123	7708085
Hepatocellular Carcinoma	USE_5688	7	0.5157	0.1612	0.971	CYP2C9	60	chr10	94901868	94905988
Hepatocellular Carcinoma	USE_29822	8	0.5175	0.1619	0.868	AFP	11	chr4	73430689	73433500
Hepatocellular Carcinoma	USE_5335	9	0.5215	0.1619	1.03	MACROH2A2	9	chr10	70091267	70092336
Hepatocellular Carcinoma	USE_41086	10	0.5221	0.1619	0.92	ALDH1A1	6	chr9	72982859	72984793
Hepatocellular Carcinoma	USE_2981	11	0.5232	0.1619	1.113	FMO2	38	chr1	171159545	171161720
Hepatocellular Carcinoma	USE_17248	12	0.5251	0.1632	0.985	TUBD1	0	chr17	59874749	59875889
Hepatocellular Carcinoma	USE_18627	13	0.5258	0.1632	0.747	ALPK2	142	chr18	58406891	58417751
Hepatocellular Carcinoma	USE_42445	14	0.5299	0.1666	0.64	OTC	43	chrX	38342010	38344424
Hepatocellular Carcinoma	USE_28291	15	0.5314	0.1679	0.924	GPR171	2	chr3	151197274	151199349
High-Grade Serous Ovarian Cancer	USE_15675	1	0.4795	0.1612	0.767	ZNF19	0	chr16	71513620	71514880
High-Grade Serous Ovarian Cancer	USE_31116	2	0.4936	0.1619	1.414	CDH6	190	chr5	31065454	31077026
High-Grade Serous Ovarian Cancer	USE_31707	3	0.5077	0.1701	0.805	CERT1	30	chr5	75463563	75464985
High-Grade Serous Ovarian Cancer	USE_6049	4	0.512	0.1726	0.952	EMX2	1	chr10	117543636	117545605
High-Grade Serous Ovarian Cancer	USE_23871	5	0.5129	0.1736	1.248	JAG1	498	chr20	11153416	11154832
High-Grade Serous Ovarian Cancer	USE_24697	6	0.5178	0.1798	1.56	ZFP64	547	chr20	52674674	52677279
High-Grade Serous Ovarian Cancer	USE_6121	7	0.5201	0.183	0.979	FGFR2	13	chr10	121523252	121525706
High-Grade Serous Ovarian Cancer	USE_13446	8	0.5244	0.1888	0.977	FAN1	70	chr15	30845270	30847687
High-Grade Serous Ovarian Cancer	USE_40700	9	0.528	0.1938	0.826	CCDC171	233	chr9	16039831	16041422
High-Grade Serous Ovarian Cancer	USE_29942	10	0.5287	0.1945	0.886	SCD5	30	chr4	82743771	82745264
High-Grade Serous Ovarian Cancer	USE_15402	11	0.5294	0.1955	0.726	TOX3	503	chr16	51983062	51994562
High-Grade Serous Ovarian Cancer	USE_35835	12	0.5308	0.1979	1.038	MACC1	69	chr7	20240415	20250756
High-Grade Serous Ovarian Cancer	USE_24230	13	0.5315	0.1984	1.285	ASIP	51	chr20	34179451	34181677
High-Grade Serous Ovarian Cancer	USE_26959	14	0.5343	0.205	0.922	TRAK1	192	chr3	41921045	41934044
High-Grade Serous Ovarian Cancer	USE_6858	15	0.5367	0.2105	1.235	FJX1	24	chr11	35639769	35648032
Hypopharynx Squamous Cell Carcinoma	USE_10670	1	0.1161	0.1612	1.321	RFLNA	51	chr12	124092522	124093642
Hypopharynx Squamous Cell Carcinoma	USE_37922	2	0.1193	0.1612	0.992	ACTR3B	106	chr7	152912562	152914922
Hypopharynx Squamous Cell Carcinoma	USE_10524	3	0.1283	0.1612	1.306	KSR2	82	chr12	117792897	117794625
Hypopharynx Squamous Cell Carcinoma	USE_42198	4	0.1369	0.1612	1.782	EGFL7	34	chr9	136630768	136631547
Hypopharynx Squamous Cell Carcinoma	USE_30880	5	0.1399	0.1612	1.35	IRX4	47	chr5	1929129	1930443
Hypopharynx Squamous Cell Carcinoma	USE_6313	6	0.1493	0.1612	0.984	KNDC1	12	chr10	133177485	133184415
Hypopharynx Squamous Cell Carcinoma	USE_26428	7	0.1655	0.1612	2.583	BRD1	203	chr22	49595464	49597746
Hypopharynx Squamous Cell Carcinoma	USE_8316	8	0.1729	0.1612	0.9	ST3GAL4	46	chr11	126437138	126451676
Hypopharynx Squamous Cell Carcinoma	USE_110	9	0.1742	0.1612	0.726	NPHP4	53	chr1	5868564	5880028
Hypopharynx Squamous Cell Carcinoma	USE_42155	10	0.177	0.1612	1.791	OLFM1	127	chr9	135225652	135226748
Hypopharynx Squamous Cell Carcinoma	USE_41273	11	0.1802	0.1612	1.217	CKS2	56	chr9	89253764	89260787
Hypopharynx Squamous Cell Carcinoma	USE_23566	12	0.1839	0.1612	0.954	ASB1	46	chr2	238485040	238486890
Hypopharynx Squamous Cell Carcinoma	USE_41363	13	0.1848	0.1612	1.062	PHF2	8	chr9	93614895	93624903
Hypopharynx Squamous Cell Carcinoma	USE_19052	14	0.1889	0.1612	0.721	ZNF557	34	chr19	7106743	7119791
Hypopharynx Squamous Cell Carcinoma	USE_13290	15	0.1906	0.1612	0.981	TMEM121	132	chr14	105659818	105661254
Intrahepatic Cholangiocarcinoma	USE_15507	1	0.4944	0.3206	0.758	CNGB1	29	chr16	57892442	57901428
Intrahepatic Cholangiocarcinoma	USE_15506	2	0.4964	0.3255	0.758	CNGB1	34	chr16	57889970	57895302
Intrahepatic Cholangiocarcinoma	USE_27332	3	0.522	0.3974	0.656	ADAMTS9	433	chr3	65031207	65040317
Intrahepatic Cholangiocarcinoma	USE_15925	4	0.523	0.401	0.658	FOXL1	5	chr16	86584926	86586301
Intrahepatic Cholangiocarcinoma	USE_1760	5	0.5302	0.4235	1.026	SLC44A3	73	chr1	94783403	94784610
Intrahepatic Cholangiocarcinoma	USE_24629	6	0.5372	0.4468	1.282	PARD6B	48	chr20	50690276	50701033
Intrahepatic Cholangiocarcinoma	USE_24784	7	0.5379	0.4497	1.302	BMP7	229	chr20	56987796	56989432
Intrahepatic Cholangiocarcinoma	USE_1755	8	0.5389	0.4534	0.991	F3	71	chr1	94605419	94608257
Intrahepatic Cholangiocarcinoma	USE_11771	9	0.543	0.4677	0.779	MYO16	128	chr13	108769219	108777698
Intrahepatic Cholangiocarcinoma	USE_11853	10	0.5439	0.4707	0.776	ATP11A	62	chr13	112725677	112726488
Intrahepatic Cholangiocarcinoma	USE_1791	11	0.5442	0.4718	0.986	DPYD	151	chr1	97383660	97386196
Intrahepatic Cholangiocarcinoma	USE_42939	12	0.5452	0.4757	1.0	CDY1	31071	chrY	56674032	56715781
Intrahepatic Cholangiocarcinoma	USE_26092	13	0.5466	0.4811	0.739	MB	18	chr22	35602654	35604649
Intrahepatic Cholangiocarcinoma	USE_14330	14	0.5473	0.4836	1.008	ARNT2	87	chr15	80588109	80589546
Intrahepatic Cholangiocarcinoma	USE_15934	15	0.5497	0.4925	0.658	FOXL1	250	chr16	86824511	86836631
Invasive Breast Carcinoma	USE_39551	1	0.5309	0.1612	1.147	TRHR	192	chr8	108910781	108913253
Invasive Breast Carcinoma	USE_39550	2	0.5476	0.1619	1.147	TRHR	195	chr8	108903779	108913094
Invasive Breast Carcinoma	USE_15824	3	0.558	0.1697	1.01	MPHOSPH6	38	chr16	82196520	82198997
Invasive Breast Carcinoma	USE_23653	4	0.5627	0.1736	0.865	FAM240C	5	chr2	241891754	241893193
Invasive Breast Carcinoma	USE_41603	5	0.5637	0.1755	0.85	C9orf152	8	chr9	110206519	110208215
Invasive Breast Carcinoma	USE_20580	6	0.5649	0.1768	1.144	RHOB	26	chr2	20473822	20475759
Invasive Breast Carcinoma	USE_7091	7	0.5677	0.1812	1.068	SLC15A3	2	chr11	60941045	60944071
Invasive Breast Carcinoma	USE_26970	8	0.5683	0.1825	0.847	VIPR1	39	chr3	42472659	42474269
Invasive Breast Carcinoma	USE_15826	9	0.5695	0.1843	1.01	MPHOSPH6	170	chr16	82329225	82330616
Invasive Breast Carcinoma	USE_7309	10	0.5707	0.1867	1.158	ALDH3B2	3	chr11	67674061	67675681
Invasive Breast Carcinoma	USE_22097	11	0.574	0.1921	1.057	INHBB	2	chr2	120344217	120348020
Invasive Breast Carcinoma	USE_38029	12	0.5765	0.1971	1.01	DYNC2I1	46	chr7	158948875	158957906
Invasive Breast Carcinoma	USE_25445	13	0.5767	0.1978	1.056	DSCAM	46	chr21	40379521	40385602
Invasive Breast Carcinoma	USE_36468	14	0.5774	0.1984	1.036	ZNF727	1860	chr7	62204001	62205986
Invasive Breast Carcinoma	USE_25611	15	0.5775	0.1988	1.041	SLC19A1	19	chr21	45512654	45515251
Large Cell Lung Carcinoma	USE_40096	1	0.4363	0.1612	1.341	GSDMC	869	chr8	128896893	128898281
Large Cell Lung Carcinoma	USE_11759	2	0.4761	0.1855	0.819	NALF1	277	chr13	107231449	107245214
Large Cell Lung Carcinoma	USE_32753	3	0.4993	0.2198	1.262	MAT2B	583	chr5	164091165	164099217
Large Cell Lung Carcinoma	USE_11760	4	0.5231	0.2792	0.819	NALF1	171	chr13	107339575	107348429
Large Cell Lung Carcinoma	USE_22133	5	0.5247	0.2835	1.274	TSN	259	chr2	122010469	122012643
Large Cell Lung Carcinoma	USE_18704	6	0.5264	0.2882	0.876	BCL2	19	chr18	63240938	63242365
Large Cell Lung Carcinoma	USE_11788	7	0.5266	0.2889	0.748	IRS2	187	chr13	109575806	109587880
Large Cell Lung Carcinoma	USE_22134	8	0.5302	0.2999	1.274	TSN	318	chr2	122062953	122079105
Large Cell Lung Carcinoma	USE_35874	9	0.5357	0.3187	1.079	IL6	22	chr7	22702731	22709903
Large Cell Lung Carcinoma	USE_23091	10	0.5377	0.3248	1.149	CPS1	24	chr2	210548134	210560158
Large Cell Lung Carcinoma	USE_40769	11	0.5402	0.3332	0.391	CDKN2B	150	chr9	22141339	22171415
Large Cell Lung Carcinoma	USE_8998	12	0.5447	0.3487	1.249	RASSF8	189	chr12	25829119	25830033
Large Cell Lung Carcinoma	USE_37206	13	0.5449	0.3494	1.233	NAMPT	181	chr7	106447589	106449888
Large Cell Lung Carcinoma	USE_3275	14	0.5454	0.351	1.135	BRINP3	1393	chr1	188887246	188901726
Large Cell Lung Carcinoma	USE_15017	15	0.5464	0.3541	0.953	XYLT1	312	chr16	16972518	16975321
Leiomyosarcoma	USE_42493	1	0.3351	0.1612	0.364	DIPK2B	600	chrX	45774561	45776289
Leiomyosarcoma	USE_42494	2	0.3575	0.1612	0.364	DIPK2B	632	chrX	45804291	45809394
Leiomyosarcoma	USE_3272	3	0.425	0.1935	0.655	PLA2G4A	1523	chr1	188431618	188433233
Leiomyosarcoma	USE_42492	4	0.4392	0.2115	0.364	DIPK2B	596	chrX	45769597	45772110
Leiomyosarcoma	USE_39791	5	0.4394	0.2119	1.023	HAS2	481	chr8	122104609	122111792
Leiomyosarcoma	USE_25212	6	0.4429	0.217	0.788	LTN1	416	chr21	28536898	28551519
Leiomyosarcoma	USE_42490	7	0.4433	0.2176	0.364	DIPK2B	598	chrX	45742332	45804627
Leiomyosarcoma	USE_41605	8	0.449	0.2265	0.994	MUSK	88	chr9	110638877	110660170
Leiomyosarcoma	USE_4222	9	0.4491	0.2267	0.633	MTRNR2L11	737	chr1	238680835	238682360
Leiomyosarcoma	USE_31973	10	0.4566	0.2393	0.934	NUDT12	99	chr5	103450901	103462098
Leiomyosarcoma	USE_39107	11	0.4577	0.2415	1.041	STMN2	311	chr8	79326517	79327632
Leiomyosarcoma	USE_20950	12	0.4597	0.2458	0.991	THUMPD2	275	chr2	40032422	40034016
Leiomyosarcoma	USE_39793	13	0.4616	0.2493	1.023	HAS2	540	chr8	122166023	122167873
Leiomyosarcoma	USE_28688	14	0.4672	0.2604	1.012	TTC14	188	chr3	180408108	180434491
Leiomyosarcoma	USE_6519	15	0.4697	0.2658	1.014	AMPD3	32	chr11	10374727	10376107
Lung Adenocarcinoma	USE_42261	1	0.5301	0.1612	0.743	SHOX	185	chrX	826379	828784
Lung Adenocarcinoma	USE_42260	2	0.5487	0.1612	0.743	SHOX	202	chrX	825955	861918
Lung Adenocarcinoma	USE_40815	3	0.5534	0.1612	0.91	TAF1L	36	chr9	32665488	32673303
Lung Adenocarcinoma	USE_20823	4	0.5648	0.1612	1.163	TTC27	191	chr2	32916057	32916777
Lung Adenocarcinoma	USE_20822	5	0.568	0.1619	1.163	TTC27	199	chr2	32900706	32948073
Lung Adenocarcinoma	USE_28625	6	0.5755	0.1656	1.014	TBL1XR1	479	chr3	177602008	177603772
Lung Adenocarcinoma	USE_31067	7	0.5763	0.1659	1.58	BASP1	134	chr5	17304266	17306997
Lung Adenocarcinoma	USE_28626	8	0.5771	0.1666	1.014	TBL1XR1	497	chr3	177619748	177623483
Lung Adenocarcinoma	USE_15536	9	0.5774	0.1666	1.092	CDH11	377	chr16	65408855	65415376
Lung Adenocarcinoma	USE_28603	10	0.5793	0.1681	1.014	TBL1XR1	261	chr3	176854929	176869332
Lung Adenocarcinoma	USE_32501	11	0.5799	0.1684	1.135	SPINK14	25	chr5	148145504	148147529
Lung Adenocarcinoma	USE_42280	12	0.5841	0.1726	0.743	ASMT	258	chrX	1886558	1889504
Lung Adenocarcinoma	USE_38303	13	0.5854	0.1738	0.766	CSGALNACT1	97	chr8	19677581	19679292
Lung Adenocarcinoma	USE_25393	14	0.5859	0.1752	0.977	KCNJ15	91	chr21	38139073	38141350
Lung Adenocarcinoma	USE_38920	15	0.5873	0.1771	1.166	ASPH	127	chr8	61733821	61735886
Lung Squamous Cell Carcinoma	USE_28443	1	0.515	0.1619	1.575	SI	66	chr3	164961543	164963402
Lung Squamous Cell Carcinoma	USE_34478	2	0.5211	0.1666	0.874	POU3F2	1	chr6	98835032	98836178
Lung Squamous Cell Carcinoma	USE_20823	3	0.5422	0.1925	1.115	TTC27	191	chr2	32916057	32916777
Lung Squamous Cell Carcinoma	USE_20822	4	0.5461	0.1988	1.115	TTC27	199	chr2	32900706	32948073
Lung Squamous Cell Carcinoma	USE_42931	5	0.5505	0.2106	0.223	CDY2B	119	chrY	17752533	17767133
Lung Squamous Cell Carcinoma	USE_11428	6	0.5546	0.2206	1.13	KLF5	301	chr13	73364858	73369813
Lung Squamous Cell Carcinoma	USE_38522	7	0.5575	0.2303	1.059	NRG1	59	chr8	32303546	32311228
Lung Squamous Cell Carcinoma	USE_42932	8	0.5581	0.2324	0.223	CDY2A	119	chrY	18138862	18153372
Lung Squamous Cell Carcinoma	USE_3663	9	0.5596	0.2367	1.146	CAMK1G	234	chr1	209363492	209365472
Lung Squamous Cell Carcinoma	USE_3664	10	0.5605	0.2398	1.146	CAMK1G	214	chr1	209383348	209384805
Lung Squamous Cell Carcinoma	USE_34489	11	0.562	0.2458	0.97	SIM1	148	chr6	100268848	100284454
Lung Squamous Cell Carcinoma	USE_21598	12	0.5667	0.2644	0.767	LRRTM1	586	chr2	80878977	80887761
Lung Squamous Cell Carcinoma	USE_31987	13	0.5685	0.2718	0.992	EFNA5	1858	chr5	105660713	105670111
Lung Squamous Cell Carcinoma	USE_22313	14	0.5695	0.2768	0.42	KYNU	721	chr2	142242972	142246850
Lung Squamous Cell Carcinoma	USE_3404	15	0.571	0.2833	1.61	PKP1	24	chr1	201282872	201284654
Mantle Cell Lymphoma	USE_21976	1	0.244	0.1612	0.563	BUB1	90	chr2	110747111	110749925
Mantle Cell Lymphoma	USE_21975	2	0.3426	0.1612	0.563	BUB1	86	chr2	110732643	110755340
Mantle Cell Lymphoma	USE_18494	3	0.3523	0.1612	1.032	SMAD2	190	chr18	47677636	47681483
Mantle Cell Lymphoma	USE_37380	4	0.3971	0.1612	1.177	CPED1	38	chr7	121180664	121181894
Mantle Cell Lymphoma	USE_1880	5	0.403	0.1612	1.055	NTNG1	139	chr1	107451083	107452496
Mantle Cell Lymphoma	USE_34429	6	0.407	0.1612	0.713	RNGTT	171	chr6	88613865	88617106
Mantle Cell Lymphoma	USE_879	7	0.4075	0.1612	0.986	ZC3H12A	190	chr1	37288190	37290712
Mantle Cell Lymphoma	USE_35750	8	0.4082	0.1612	1.117	DGKB	71	chr7	14629720	14633760
Mantle Cell Lymphoma	USE_4259	9	0.4131	0.1612	1.081	CEP170	403	chr1	242783354	242789853
Mantle Cell Lymphoma	USE_5258	10	0.414	0.1612	1.082	ZNF365	101	chr10	62527484	62529416
Mantle Cell Lymphoma	USE_25829	11	0.4148	0.1612	0.587	IGLL5	50	chr22	22928202	22955917
Mantle Cell Lymphoma	USE_25826	12	0.4176	0.1612	0.587	IGLL5	11	chr22	22838265	22922954
Mantle Cell Lymphoma	USE_25830	13	0.4186	0.1612	0.587	IGLL5	37	chr22	22928669	22929379
Mantle Cell Lymphoma	USE_25828	14	0.4246	0.1612	0.587	IGLL5	13	chr22	22905101	22905779
Mantle Cell Lymphoma	USE_5257	15	0.4284	0.1612	1.082	ZNF365	107	chr10	62526859	62541813
Medulloblastoma, Group 3	USE_40285	1	0.121	0.1612	0.91	KHDRBS3	1064	chr8	136616544	136626344
Medulloblastoma, Group 3	USE_40282	2	0.1264	0.1612	0.91	KHDRBS3	962	chr8	136518342	136520395
Medulloblastoma, Group 3	USE_40284	3	0.1421	0.1612	0.91	KHDRBS3	1016	chr8	136572575	136574439
Medulloblastoma, Group 3	USE_40281	4	0.151	0.1612	0.91	KHDRBS3	917	chr8	136473958	136475721
Medulloblastoma, Group 3	USE_40100	5	0.1659	0.1612	1.004	GSDMC	693	chr8	129072950	129074070
Medulloblastoma, Group 3	USE_40283	6	0.1711	0.1612	0.91	KHDRBS3	1021	chr8	136572564	136585127
Medulloblastoma, Group 3	USE_40273	7	0.1799	0.1612	0.91	KHDRBS3	446	chr8	136002580	136004648
Medulloblastoma, Group 3	USE_40280	8	0.1961	0.1612	0.91	KHDRBS3	924	chr8	136473951	136488608
Medulloblastoma, Group 3	USE_39995	9	0.2536	0.1612	26.837	POU5F1B	40	chr8	127329219	127331585
Medulloblastoma, Group 3	USE_40101	10	0.2598	0.1612	1.004	GSDMC	688	chr8	129072968	129084465
Medulloblastoma, Group 3	USE_40278	11	0.2682	0.1612	0.91	KHDRBS3	706	chr8	136258985	136268056
Medulloblastoma, Group 3	USE_39980	12	0.284	0.1612	26.837	POU5F1B	279	chr8	127091337	127092907
Medulloblastoma, Group 3	USE_40266	13	0.2988	0.1612	0.91	KHDRBS3	335	chr8	135221349	135222313
Medulloblastoma, Group 3	USE_40001	14	0.3158	0.1612	26.837	POU5F1B	26	chr8	127397296	127398527
Medulloblastoma, Group 3	USE_40250	15	0.337	0.1612	0.977	ZFAT	136	chr8	134727352	134735638
Medulloblastoma, NOS	USE_12475	1	0.3061	0.1612	8.239	CCDC198	90	chr14	57563211	57581312
Medulloblastoma, NOS	USE_5073	2	0.3178	0.1612	0.927	OR13A1	106	chr10	45198454	45206015
Medulloblastoma, NOS	USE_2978	3	0.3391	0.1612	0.971	MROH9	33	chr1	171032546	171033775
Medulloblastoma, NOS	USE_12449	4	0.3566	0.1612	7.045	TMEM260	118	chr14	56683064	56692697
Medulloblastoma, NOS	USE_27123	5	0.367	0.1612	1.059	RBM5	29	chr3	50132981	50134312
Medulloblastoma, NOS	USE_36922	6	0.3881	0.1666	1.015	SAMD9	113	chr7	92992031	92997747
Medulloblastoma, NOS	USE_19428	7	0.3914	0.1681	0.567	ZNF536	221	chr19	30691948	30692969
Medulloblastoma, NOS	USE_16548	8	0.4029	0.1758	1.707	UNC119	0	chr17	28549630	28551165
Medulloblastoma, NOS	USE_266	9	0.4062	0.1784	1.087	CASZ1	38	chr1	10677291	10679365
Medulloblastoma, NOS	USE_3708	10	0.4094	0.1816	1.093	RD3	4	chr1	211484776	211493774
Medulloblastoma, NOS	USE_12483	11	0.4099	0.182	9.031	ARMH4	109	chr14	58038953	58040150
Medulloblastoma, NOS	USE_144	12	0.4122	0.1843	1.019	DNAJC11	282	chr1	6949308	6951194
Medulloblastoma, NOS	USE_39093	13	0.4131	0.1853	1.023	PKIA	734	chr8	77821310	77830575
Medulloblastoma, NOS	USE_8100	14	0.4172	0.1891	0.984	BUD13	583	chr11	116173921	116180834
Medulloblastoma, NOS	USE_12473	15	0.4178	0.1896	6.321	NAA30	18	chr14	57420874	57421941
Melanoma	USE_24571	1	0.4866	0.1612	1.308	PREX1	1	chr20	48727670	48728061
Melanoma	USE_2810	2	0.4882	0.1612	0.992	FCGR2B	5	chr1	161675855	161677465
Melanoma	USE_1392	3	0.4913	0.1612	1.066	PGM1	12	chr1	63637839	63639815
Melanoma	USE_10207	4	0.4947	0.1612	0.98	GAS2L3	87	chr12	100687925	100689245
Melanoma	USE_2362	5	0.4975	0.1612	1.121	PPIAL4H	178	chr1	146521650	146523688
Melanoma	USE_37168	6	0.4983	0.1612	1.253	LHFPL3	177	chr7	104794579	104796586
Melanoma	USE_2396	7	0.4988	0.1612	1.21	NBPF11	83	chr1	148209542	148211292
Melanoma	USE_14609	8	0.5	0.1612	1.157	ARRDC4	315	chr15	98282154	98283924
Melanoma	USE_35846	9	0.5021	0.1612	1.219	ABCB5	98	chr7	20596436	20598496
Melanoma	USE_37167	10	0.5033	0.1612	1.253	LHFPL3	181	chr7	104794212	104806922
Melanoma	USE_40272	11	0.5036	0.1612	1.042	KHDRBS3	369	chr8	135925404	135927027
Melanoma	USE_24368	12	0.5037	0.1612	1.353	TOP1	114	chr20	40961070	40963055
Melanoma	USE_41014	13	0.5042	0.1612	0.918	ANKRD20A1	262	chr9	67612870	67616257
Melanoma	USE_30139	14	0.505	0.1612	0.843	RPL34	222	chr4	108399192	108406854
Melanoma	USE_30952	15	0.5058	0.1612	1.012	SEMA5A	45	chr5	9244665	9245903
