group	se	rank	jsd	fdr	cn_mean	gene	dist_kb	chrom	start	end
MDAMB361	USE_18210	1	0.5779	0.0	0.957	ANKRD30B	43	chr18	14747589	14749279
MDAMB361	USE_8443	2	0.5981	0.0	0.752	OPCML	241	chr11	133214865	133216537
MDAMB361	USE_24957	3	0.6022	0.0	1.228	YTHDF1	90	chr20	63114801	63116155
MDAMB361	USE_5059	4	0.6037	0.0	1.039	CXCL12	204	chr10	44172415	44174576
MDAMB361	USE_12141	5	0.6042	0.0	1.084	NPAS3	402	chr14	33776854	33782609
MDAMB361	USE_32958	6	0.6074	0.0	0.805	FGFR4	17	chr5	177109282	177111550
MDAMB361	USE_7842	7	0.6085	0.0	0.753	PGR	48	chr11	101126962	101129834
MDAMB361	USE_28900	8	0.6107	0.0	1.116	TPRG1	37	chr3	189097941	189100277
MDAMB361	USE_12240	9	0.6115	0.0	0.762	FOXA1	53	chr14	37640514	37652169
MDAMB361	USE_31341	10	0.6116	0.0	1.368	FGF10	197	chr5	44539477	44545942
MDAMB361	USE_24779	11	0.6124	0.0	1.229	TFAP2C	121	chr20	56751714	56759977
MDAMB361	USE_32079	12	0.6127	0.0	0.756	DTWD2	897	chr5	118008405	118022034
MDAMB361	USE_28966	13	0.6129	0.0	1.017	FGF12	144	chr3	192596331	192599012
MDAMB361	USE_24777	14	0.6151	0.0	1.229	TFAP2C	100	chr20	56734054	56735586
MDAMB361	USE_16787	15	0.6157	0.0	0.51	CCR7	19	chr17	40575581	40583121
MDAMB436	USE_18043	1	0.5441	0.0	0.089	LRRC30	336	chr18	7566553	7568793
MDAMB436	USE_18042	2	0.5502	0.0	0.089	LRRC30	340	chr18	7566513	7578280
MDAMB436	USE_42846	3	0.598	0.0	1.213	MAGEA4	5	chrX	151913038	151913804
MDAMB436	USE_18051	4	0.6121	0.0	0.089	PTPRM	64	chr18	7921100	7922907
MDAMB436	USE_18050	5	0.616	0.0	0.089	PTPRM	74	chr18	7902020	7923373
MDAMB436	USE_31765	6	0.6182	0.0	1.289	BHMT2	9	chr5	79069379	79070791
MDAMB436	USE_32799	7	0.619	0.0	0.282	SPDL1	298	chr5	169290213	169300716
MDAMB436	USE_18044	8	0.6197	0.0	0.089	PTPRM	372	chr18	7600393	7627911
MDAMB436	USE_18052	9	0.6231	0.0	0.089	PTPRM	53	chr18	7921274	7945531
MDAMB436	USE_32800	10	0.6235	0.0	0.282	SPDL1	289	chr5	169300135	169308339
MDAMB436	USE_36557	11	0.6244	0.0	0.347	AUTS2	597	chr7	69597350	69600330
MDAMB436	USE_31764	12	0.6244	0.0	1.304	BHMT2	7	chr5	79069330	79075409
MDAMB436	USE_18058	13	0.6245	0.0	0.089	PTPRM	302	chr18	8284130	8294143
MDAMB436	USE_13355	14	0.6256	0.0	1.175	OR4N4	162	chr15	22256909	22258127
MDAMB436	USE_42845	15	0.6273	0.0	1.213	MAGEA4	9	chrX	151896858	151921144
MDAMB453	USE_30937	1	0.5859	0.0	1.179	ADCY2	42	chr5	7649793	7661006
MDAMB453	USE_25645	2	0.6019	0.0	1.0	OR11H1	4813	chr22	10713588	10716618
MDAMB453	USE_15824	3	0.6082	0.0	0.791	MPHOSPH6	38	chr16	82196520	82198997
MDAMB453	USE_4998	4	0.6099	0.0	1.002	ANKRD30A	4	chr10	37159604	37206779
MDAMB453	USE_31858	5	0.6139	0.0	0.977	CETN3	224	chr5	90168339	90183986
MDAMB453	USE_348	6	0.6158	0.0	1.008	KAZN	79	chr1	14421867	14430583
MDAMB453	USE_34157	7	0.6165	0.0	1.06	TFAP2B	13	chr6	50815737	50823841
MDAMB453	USE_38637	8	0.619	0.0	1.149	TCIM	251	chr8	40405342	40407176
MDAMB453	USE_30554	9	0.6192	0.0	0.996	RAPGEF2	532	chr4	159755836	159771967
MDAMB453	USE_4997	10	0.6197	0.0	1.002	ANKRD30A	20	chr10	37153193	37163528
MDAMB453	USE_13927	11	0.6203	0.0	1.49	RORA	533	chr15	61389039	61394817
MDAMB453	USE_21019	12	0.6212	0.0	1.03	ABCG8	25	chr2	43881176	43885609
MDAMB453	USE_19246	13	0.6214	0.0	0.973	CYP4F8	31	chr19	15587789	15595048
MDAMB453	USE_32958	14	0.6214	0.0	1.449	FGFR4	17	chr5	177109282	177111550
MDAMB453	USE_38844	15	0.6234	0.0	1.167	FAM110B	75	chr8	58015567	58031940
MDAMB468	USE_36468	1	0.4979	0.0	0.715	ZNF727	1860	chr7	62204001	62205986
MDAMB468	USE_36464	2	0.5191	0.0	0.715	ZNF727	2948	chr7	61115279	61118372
MDAMB468	USE_36465	3	0.5532	0.0	0.715	ZNF727	2621	chr7	61438036	61450434
MDAMB468	USE_36467	4	0.559	0.0	0.715	ZNF727	2549	chr7	61509893	61522540
MDAMB468	USE_36466	5	0.5786	0.0	0.715	ZNF727	2577	chr7	61480799	61494566
MDAMB468	USE_3066	6	0.5891	0.0	1.333	BRINP2	52	chr1	177273957	177283953
MDAMB468	USE_40637	7	0.591	0.0	0.739	MPDZ	296	chr9	13484433	13492994
MDAMB468	USE_32631	8	0.5969	0.0	1.627	KIF4B	184	chr5	155199470	155201427
MDAMB468	USE_8557	9	0.6016	0.0	0.723	TSPAN9	61	chr12	3119588	3121046
MDAMB468	USE_4772	10	0.6066	0.0	0.73	ARHGAP21	110	chr10	24542120	24543631
MDAMB468	USE_40001	11	0.6067	0.0	1.068	POU5F1B	26	chr8	127397296	127398527
MDAMB468	USE_8842	12	0.6069	0.0	0.748	RERG	9	chr12	15215199	15221437
MDAMB468	USE_8841	13	0.6078	0.0	0.748	RERG	15	chr12	15208520	15216610
MDAMB468	USE_2980	14	0.6085	0.0	1.302	FMO3	27	chr1	171126140	171137191
MDAMB468	USE_39998	15	0.6092	0.0	1.068	POU5F1B	0	chr8	127370127	127372154
ME1	USE_3636	1	0.5955	0.0	1.083	CD34	11	chr1	207904080	207911049
ME1	USE_42252	2	0.608	0.0	0.773	PLCXD1	39	chrX	249820	250991
ME1	USE_32301	3	0.6102	0.0	1.013	TIFAB	33	chr5	135481778	135482272
ME1	USE_42073	4	0.6105	0.0	0.549	GFI1B	35	chr9	133002458	133004033
ME1	USE_42905	5	0.611	0.0	0.685	IL9R	6	chrX	155994947	156001497
ME1	USE_4660	6	0.6168	0.0	1.021	FAM171A1	22	chr10	15313097	15314759
ME1	USE_22641	7	0.6173	0.0	1.547	ITGA6	47	chr2	172513286	172515103
ME1	USE_29787	8	0.6188	0.0	0.975	UGT2B28	21	chr4	69308433	69310462
ME1	USE_36595	9	0.6188	0.0	0.888	CALN1	223	chr7	72335714	72337819
ME1	USE_3578	10	0.6195	0.0	1.099	RHEX	3	chr1	206067564	206094118
ME1	USE_4690	11	0.6202	0.0	1.072	ST8SIA6	69	chr10	17453408	17454737
ME1	USE_4658	12	0.6215	0.0	1.021	FAM171A1	13	chr10	15294848	15314933
ME1	USE_18873	13	0.6221	0.0	1.03	PRSS57	4	chr19	694824	695309
ME1	USE_37459	14	0.6231	0.0	1.014	RBM28	3	chr7	128313446	128321636
ME1	USE_20625	15	0.6247	0.0	1.033	MFSD2B	25	chr2	24009721	24012031
MEC1	USE_4371	1	0.531	0.0	1.116	OR2T2	0	chr1	248449105	248451758
MEC1	USE_23102	2	0.5381	0.0	1.113	IKZF2	56	chr2	213016165	213022318
MEC1	USE_11124	3	0.5429	0.0	1.052	COG6	330	chr13	40047645	40060994
MEC1	USE_1846	4	0.5451	0.0	1.049	S1PR1	148	chr1	101387857	101390700
MEC1	USE_13327	5	0.5466	0.0	1.015	TMEM121	1224	chr14	106752226	106753591
MEC1	USE_20902	6	0.5533	0.0	1.062	CYP1B1	115	chr2	38202880	38204082
MEC1	USE_21834	7	0.5599	0.0	0.982	CHST10	9	chr2	100394416	100396001
MEC1	USE_37485	8	0.5628	0.0	1.035	TSPAN33	34	chr7	129121526	129123816
MEC1	USE_22909	9	0.5649	0.0	1.091	HECW2	21	chr2	196408765	196416033
MEC1	USE_33352	10	0.5685	0.0	1.047	GFOD1	5	chr6	13427155	13429162
MEC1	USE_1848	11	0.5686	0.0	1.049	S1PR1	196	chr1	101434709	101438420
MEC1	USE_1845	12	0.5693	0.0	1.049	S1PR1	155	chr1	101380217	101411064
MEC1	USE_36159	13	0.5694	0.0	1.58	EPDR1	3	chr7	37815555	37827407
MEC1	USE_11166	14	0.5699	0.0	1.101	AKAP11	111	chr13	42405358	42414050
MEC1	USE_5616	15	0.5729	0.0	0.523	STAMBPL1	25	chr10	88900725	88902467
MG63	USE_40762	1	0.4553	0.0	0.002	MTAP	36	chr9	21829846	21837597
MG63	USE_40759	2	0.4706	0.0	0.002	IFNE	191	chr9	21655668	21689859
MG63	USE_40760	3	0.488	0.0	0.002	MTAP	175	chr9	21687846	21701561
MG63	USE_40761	4	0.5013	0.0	0.002	MTAP	80	chr9	21764889	21814438
MG63	USE_36742	5	0.5337	0.0	0.003	MAGI2	547	chr7	79282367	79284249
MG63	USE_36745	6	0.5377	0.0	0.003	GNAI1	543	chr7	79452442	79454347
MG63	USE_36744	7	0.5388	0.0	0.003	GNAI1	540	chr7	79452435	79461586
MG63	USE_36743	8	0.5722	0.0	0.003	MAGI2	569	chr7	79292372	79317383
MG63	USE_36741	9	0.5735	0.0	0.003	MAGI2	542	chr7	79272573	79282892
MG63	USE_34847	10	0.5959	0.0	1.004	TCF21	8	chr6	133877436	133889823
MG63	USE_8599	11	0.6103	0.0	1.03	KCNA5	187	chr12	5231637	5233727
MG63	USE_34845	12	0.6107	0.0	0.993	TCF21	187	chr6	133701738	133707565
MG63	USE_27769	13	0.6137	0.0	0.254	GAP43	122	chr3	115783700	115805803
MG63	USE_28593	14	0.6151	0.0	1.201	NAALADL2	121	chr3	175002145	175003367
MG63	USE_24588	15	0.6168	0.0	1.31	KCNB1	67	chr20	49452487	49460785
MHHES1	USE_8442	1	0.5604	0.0	1.488	OPCML	41	chr11	133014446	133016679
MHHES1	USE_26417	2	0.5842	0.0	0.991	TAFA5	202	chr22	48871750	48873780
MHHES1	USE_8377	3	0.5846	0.0	1.462	BARX2	130	chr11	129542937	129545413
MHHES1	USE_2057	4	0.5859	0.0	1.494	SYT6	75	chr1	114196162	114198807
MHHES1	USE_2866	5	0.5881	0.0	1.522	LMX1A	94	chr1	165184250	165186169
MHHES1	USE_14861	6	0.591	0.0	1.001	TMEM114	12	chr16	8575526	8577999
MHHES1	USE_23940	7	0.5966	0.0	0.989	PCSK2	186	chr20	17167338	17169639
MHHES1	USE_20516	8	0.5991	0.0	0.998	CYRIA	77	chr2	16684512	16686623
MHHES1	USE_8893	9	0.5997	0.0	1.446	AEBP2	68	chr12	19630167	19631814
MHHES1	USE_29296	10	0.5999	0.0	0.514	ABLIM2	4	chr4	8065509	8068275
MHHES1	USE_13093	11	0.6004	0.0	0.762	VRK1	339	chr14	97214488	97217158
MHHES1	USE_723	12	0.6008	0.0	1.503	MATN1	458	chr1	30257976	30260201
MHHES1	USE_3070	13	0.6015	0.0	1.427	SEC16B	223	chr1	177728420	177732176
MHHES1	USE_722	14	0.6028	0.0	1.503	MATN1	461	chr1	30251136	30260330
MHHES1	USE_22693	15	0.6032	0.0	1.503	ATP5MC3	224	chr2	175402938	175404911
MIAPACA2	USE_34793	1	0.4447	0.0	0.005	ARHGAP18	138	chr6	129501142	129508381
MIAPACA2	USE_34791	2	0.5006	0.0	0.005	ARHGAP18	147	chr6	129489273	129502344
MIAPACA2	USE_34790	3	0.5425	0.0	0.005	ARHGAP18	164	chr6	129466266	129491764
MIAPACA2	USE_34792	4	0.5503	0.0	0.005	ARHGAP18	152	chr6	129490142	129491897
MIAPACA2	USE_23231	5	0.5722	0.0	0.947	SLC4A3	899	chr2	220532362	220535306
MIAPACA2	USE_11551	6	0.5783	0.0	0.662	GPC5	1702	chr13	90428250	90438822
MIAPACA2	USE_28909	7	0.6013	0.0	1.26	TP63	301	chr3	189456354	189468936
MIAPACA2	USE_23230	8	0.6026	0.0	0.948	SLC4A3	872	chr2	220499346	220514390
MIAPACA2	USE_9868	9	0.6077	0.0	0.807	PHLDA1	139	chr12	75888613	75890219
MIAPACA2	USE_11512	10	0.6105	0.0	0.713	SPRY2	331	chr13	80001828	80011963
MIAPACA2	USE_31980	11	0.6112	0.0	1.357	NUDT12	506	chr5	104061040	104063268
MIAPACA2	USE_27465	12	0.6156	0.0	0.937	CADM2	1628	chr3	83873306	83903707
MIAPACA2	USE_31976	13	0.6165	0.0	1.357	NUDT12	309	chr5	103861097	103868746
MIAPACA2	USE_34866	14	0.6166	0.0	0.705	SGK1	290	chr6	134516893	134552302
MIAPACA2	USE_34789	15	0.6168	0.0	0.005	LAMA2	159	chr6	129353742	129363968
MKN1	USE_19518	1	0.5497	0.0	1.007	GPR42	16	chr19	35388200	35389361
MKN1	USE_14701	2	0.5734	0.0	0.749	AXIN1	14	chr16	334449	335582
MKN1	USE_19967	3	0.5743	0.0	1.043	GPR32	8	chr19	50778260	50780681
MKN1	USE_10739	4	0.578	0.0	0.912	FZD10	33	chr12	130125806	130135889
MKN1	USE_4573	5	0.5786	0.0	0.685	CELF2	195	chr10	10871494	10873009
MKN1	USE_24820	6	0.5823	0.0	1.308	ANKRD60	264	chr20	57957122	57958007
MKN1	USE_20455	7	0.586	0.0	0.875	MYCN	23	chr2	15919418	15920836
MKN1	USE_38242	8	0.5884	0.0	0.571	MSR1	180	chr8	16517452	16519059
MKN1	USE_37544	9	0.5889	0.0	1.488	PODXL	58	chr7	131586965	131588507
MKN1	USE_37213	10	0.5923	0.0	1.613	CCDC71L	22	chr7	106678854	106682307
MKN1	USE_19517	11	0.5957	0.0	1.007	GPR42	22	chr19	35388077	35400336
MKN1	USE_35561	12	0.5957	0.0	1.033	MAD1L1	62	chr7	1960770	1962971
MKN1	USE_17922	13	0.5969	0.0	0.7	METRNL	65	chr17	83144724	83161668
MKN1	USE_39335	14	0.5972	0.0	1.234	CPQ	10	chr8	96906353	96909509
MKN1	USE_15399	15	0.5976	0.0	0.63	SALL1	486	chr16	51623729	51638410
MKN7	USE_39357	1	0.5651	0.0	0.038	MATN2	45	chr8	97881472	97933306
MKN7	USE_4338	2	0.5978	0.0	0.081	TFB2M	126	chr1	246417059	246436604
MKN7	USE_39412	3	0.598	0.0	1.284	PABPC1	100	chr8	100803568	100806847
MKN7	USE_37759	4	0.5991	0.0	1.018	PRSS58	185	chr7	142438820	142442177
MKN7	USE_4339	5	0.6011	0.0	0.081	TFB2M	124	chr1	246427974	246429752
MKN7	USE_8957	6	0.6074	0.0	0.683	BCAT1	16	chr12	24861490	24864916
MKN7	USE_37758	7	0.6111	0.0	1.018	PRSS58	182	chr7	142434600	142440202
MKN7	USE_31163	8	0.6116	0.0	2.07	ADAMTS12	109	chr5	33816413	33818405
MKN7	USE_13568	9	0.6119	0.0	0.742	THBS1	346	chr15	39239250	39248147
MKN7	USE_35442	10	0.6146	0.0	0.664	SMOC2	125	chr6	168676670	168688040
MKN7	USE_6147	11	0.6161	0.0	0.685	BTBD16	10	chr10	122292739	122294969
MKN7	USE_27613	12	0.6164	0.0	1.027	ZPLD1	9	chr3	102298677	102300395
MKN7	USE_27048	13	0.6164	0.0	1.01	CCRL2	16	chr3	46392368	46394441
MKN7	USE_37264	14	0.6181	0.0	0.29	LRRN3	712	chr7	110383331	110408740
MKN7	USE_4595	15	0.6191	0.0	0.648	PROSER2	34	chr10	11881609	11883424
MM1S	USE_25440	1	0.5508	0.0	1.73	PCP4	57	chr21	39954945	39956056
MM1S	USE_11219	2	0.5658	0.0	0.552	CBY2	7	chr13	45700284	45702440
MM1S	USE_25827	3	0.5955	0.0	0.627	IGLL5	3	chr22	22887921	22888995
MM1S	USE_1981	4	0.5971	0.0	0.554	KCNA3	37	chr1	110635173	110636856
MM1S	USE_5068	5	0.603	0.0	1.068	TMEM72	26	chr10	44896442	44898597
MM1S	USE_36738	6	0.6048	0.0	0.978	MAGI2	242	chr7	78487129	78497659
MM1S	USE_16201	7	0.6067	0.0	1.03	WSCD1	72	chr17	6160866	6167244
MM1S	USE_32902	8	0.6075	0.0	1.065	NSG2	132	chr5	174272187	174282028
MM1S	USE_25483	9	0.6081	0.0	1.842	ZBTB21	33	chr21	42030774	42032449
MM1S	USE_11494	10	0.6086	0.0	1.017	EDNRB	182	chr13	78116336	78119569
MM1S	USE_8306	11	0.6096	0.0	1.043	RPUSD4	13	chr11	126187558	126198610
MM1S	USE_25441	12	0.6096	0.0	1.608	PCP4	116	chr21	40013669	40016915
MM1S	USE_27915	13	0.6099	0.0	0.964	ROPN1B	139	chr3	125835417	125837535
MM1S	USE_33241	14	0.6101	0.0	1.079	TXNDC5	21	chr6	7916606	7918272
MM1S	USE_28155	15	0.6115	0.0	1.092	ZBTB38	7	chr3	141379029	141380790
MOLM13	USE_13438	1	0.5891	0.0	0.984	GOLGA8R	19	chr15	30425948	30427852
MOLM13	USE_15916	2	0.5929	0.0	1.022	IRF8	72	chr16	85982912	85984337
MOLM13	USE_5038	3	0.5956	0.0	0.996	RET	130	chr10	42972700	42974623
MOLM13	USE_13412	4	0.5963	0.0	0.909	GOLGA8M	58	chr15	28775812	28777957
MOLM13	USE_7489	5	0.5966	0.0	1.014	P2RY2	25	chr11	73204293	73206341
MOLM13	USE_13471	6	0.5969	0.0	0.956	GOLGA8O	17	chr15	32461123	32470784
MOLM13	USE_29632	7	0.598	0.0	0.985	COMMD8	87	chr4	47367014	47373215
MOLM13	USE_6781	8	0.5983	0.0	1.036	CSTF3	91	chr11	33210642	33212210
MOLM13	USE_17876	9	0.5996	0.0	1.074	PPP1R27	2	chr17	81836269	81837738
MOLM13	USE_4531	10	0.5997	0.0	1.018	SFMBT2	238	chr10	7045671	7047429
MOLM13	USE_36214	11	0.6004	0.0	1.026	INHBA	91	chr7	41769470	41786930
MOLM13	USE_12902	12	0.6007	0.0	0.994	SEL1L	1753	chr14	83254624	83258632
MOLM13	USE_30698	13	0.6023	0.0	0.895	AGA	2399	chr4	179835406	179837592
MOLM13	USE_13725	14	0.6026	0.0	1.023	ATP8B4	45	chr15	50064787	50067547
MOLM13	USE_18022	15	0.6033	0.0	0.655	EPB41L3	50	chr18	5456191	5466709
MOLM14	USE_5038	1	0.5737	0.0	1.012	RET	130	chr10	42972700	42974623
MOLM14	USE_12954	2	0.5775	0.0	0.531	TTC7B	40	chr14	90627915	90631207
MOLM14	USE_25175	3	0.5893	0.0	0.946	MRPL39	399	chr21	25195823	25198582
MOLM14	USE_40489	4	0.5933	0.0	0.992	FOXD4	3	chr9	112802	115397
MOLM14	USE_6161	5	0.5985	0.0	0.923	HMX3	0	chr10	123136343	123137648
MOLM14	USE_30701	6	0.6006	0.0	0.941	TENM3	2372	chr4	180099641	180102033
MOLM14	USE_19466	7	0.6016	0.0	0.907	CEBPA	33	chr19	33267299	33268581
MOLM14	USE_11936	8	0.6036	0.0	0.976	RNASE3	6	chr14	20890465	20905854
MOLM14	USE_29632	9	0.6048	0.0	0.966	COMMD8	87	chr4	47367014	47373215
MOLM14	USE_17876	10	0.6054	0.0	1.025	PPP1R27	2	chr17	81836269	81837738
MOLM14	USE_40120	11	0.6062	0.0	1.574	GSDMC	101	chr8	129664910	129667584
MOLM14	USE_24870	12	0.6063	0.0	1.01	PHACTR3	10	chr20	59721279	59724158
MOLM14	USE_14509	13	0.6069	0.0	1.012	BLM	73	chr15	90685396	90701898
MOLM14	USE_15124	14	0.6074	0.0	0.983	USP31	45	chr16	23054673	23065654
MOLM14	USE_14510	15	0.6121	0.0	1.012	BLM	80	chr15	90685677	90687291
MSTO211H	USE_4241	1	0.6054	0.0	0.917	FMN2	151	chr1	240092416	240093734
MSTO211H	USE_19755	2	0.6069	0.0	0.979	CD177	30	chr19	43325831	43329073
MSTO211H	USE_18769	3	0.6107	0.0	1.09	NETO1	63	chr18	72866986	72869487
MSTO211H	USE_18768	4	0.6156	0.0	1.09	NETO1	57	chr18	72856986	72868701
MSTO211H	USE_40961	5	0.6172	0.0	0.557	FOXD4L6	51	chr9	41074339	41077498
MSTO211H	USE_23633	6	0.6185	0.0	1.11	BOK	16	chr2	241545478	241547060
MSTO211H	USE_3616	7	0.619	0.0	0.849	C4BPB	5	chr1	207087917	207090171
MSTO211H	USE_24899	8	0.6201	0.0	0.951	CDH4	342	chr20	61252328	61254757
MSTO211H	USE_2689	9	0.6229	0.0	0.97	PEAR1	8	chr1	156895273	156898795
MSTO211H	USE_18721	10	0.6232	0.0	1.193	SERPINB2	18	chr18	63867933	63870413
MSTO211H	USE_3340	11	0.6232	0.0	0.937	NEK7	28	chr1	198267733	198268803
MSTO211H	USE_37844	12	0.6254	0.0	1.167	ZNF746	84	chr7	149568961	149570562
MSTO211H	USE_3402	13	0.6261	0.0	0.938	IGFN1	17	chr1	201190888	201192968
MSTO211H	USE_6237	14	0.6264	0.0	0.887	INSYN2A	218	chr10	126947311	126948401
MSTO211H	USE_41140	15	0.6274	0.0	1.121	PSAT1	543	chr9	78856643	78858281
MUTZ5	USE_30136	1	0.4474	0.0	0.053	LEF1	58	chr4	108160225	108174031
MUTZ5	USE_3528	2	0.5067	0.0	1.04	NFASC	57	chr1	204982378	204984145
MUTZ5	USE_32298	3	0.5154	0.0	1.086	DCANP1	1	chr5	135441759	135446467
MUTZ5	USE_41307	4	0.5289	0.0	0.68	SYK	125	chr9	90974501	90976914
MUTZ5	USE_20068	5	0.53	0.0	0.988	KIR3DL2	7	chr19	54850530	54852451
MUTZ5	USE_35547	6	0.5329	0.0	1.045	ELFN1	59	chr7	1646250	1648609
MUTZ5	USE_24960	7	0.5373	0.0	1.038	YTHDF1	54	chr20	63149147	63152997
MUTZ5	USE_34083	8	0.5438	0.0	1.037	CDC5L	203	chr6	44617952	44627094
MUTZ5	USE_17841	9	0.5458	0.0	1.043	CHMP6	59	chr17	80939823	80942046
MUTZ5	USE_5714	10	0.5479	0.0	1.086	DNTT	14	chr10	96305871	96307303
MUTZ5	USE_38043	11	0.5522	0.0	0.962	ERICH1	112	chr8	788333	790308
MUTZ5	USE_41306	12	0.5537	0.0	0.68	SYK	123	chr9	90971498	90974926
MUTZ5	USE_36459	13	0.5549	0.0	0.934	ZNF479	239	chr7	56885160	56893660
MUTZ5	USE_8588	14	0.5559	0.0	0.988	FGF6	0	chr12	4423657	4451843
MUTZ5	USE_25405	15	0.5575	0.0	1.063	ERG	22	chr21	38496888	38499223
MV411	USE_36171	1	0.5688	0.0	1.08	STARD3NL	50	chr7	38253649	38256928
MV411	USE_23833	2	0.5738	0.0	1.043	LAMP5	14	chr20	9507004	9509060
MV411	USE_23832	3	0.5738	0.0	1.043	LAMP5	15	chr20	9505913	9507318
MV411	USE_36170	4	0.5784	0.0	1.08	STARD3NL	60	chr7	38253545	38277339
MV411	USE_15916	5	0.5919	0.0	1.075	IRF8	72	chr16	85982912	85984337
MV411	USE_13438	6	0.5932	0.0	0.987	GOLGA8R	19	chr15	30425948	30427852
MV411	USE_17876	7	0.5954	0.0	0.963	PPP1R27	2	chr17	81836269	81837738
MV411	USE_32281	8	0.5988	0.0	0.936	PITX1	8	chr5	135038950	135041116
MV411	USE_7081	9	0.6042	0.0	1.062	MS4A6A	15	chr11	60182361	60205043
MV411	USE_36214	10	0.6043	0.0	1.066	INHBA	91	chr7	41769470	41786930
MV411	USE_7489	11	0.6093	0.0	1.018	P2RY2	25	chr11	73204293	73206341
MV411	USE_23695	12	0.6102	0.0	1.03	SIRPA	28	chr20	1945449	1946464
MV411	USE_36172	13	0.6124	0.0	1.022	STARD3NL	106	chr7	38302034	38320155
MV411	USE_38076	14	0.6131	0.0	1.389	CSMD1	278	chr8	4242620	4244074
MV411	USE_26704	15	0.614	0.0	1.041	TBC1D5	162	chr3	17962722	17964067
NALM6	USE_42910	1	0.4907	0.0	0.528	TBL1Y	29	chrY	6975277	6978849
NALM6	USE_25828	2	0.4977	0.0	0.0	IGLL5	13	chr22	22905101	22905779
NALM6	USE_40102	3	0.5159	0.0	1.029	GSDMC	593	chr8	129166421	129180583
NALM6	USE_6284	4	0.5205	0.0	0.968	TCERG1L	0	chr10	131201258	131204704
NALM6	USE_25829	5	0.5274	0.0	0.0	IGLL5	50	chr22	22928202	22955917
NALM6	USE_25826	6	0.5275	0.0	0.0	IGLL5	11	chr22	22838265	22922954
NALM6	USE_718	7	0.5325	0.0	1.002	PTPRU	548	chr1	29828751	29831823
NALM6	USE_25824	8	0.5328	0.0	0.0	GGTLC2	106	chr22	22746000	22759032
NALM6	USE_32755	9	0.5329	0.0	1.044	MAT2B	790	chr5	164301168	164302774
NALM6	USE_25830	10	0.5345	0.0	0.0	IGLL5	37	chr22	22928669	22929379
NALM6	USE_1495	11	0.5355	0.0	0.959	LRRC7	564	chr1	69293639	69296342
NALM6	USE_25825	12	0.5382	0.0	0.0	IGLL5	73	chr22	22810361	22826442
NALM6	USE_28190	13	0.5384	0.0	1.065	SLC9A9	31	chr3	143522445	143528023
NALM6	USE_36315	14	0.5402	0.0	0.934	IGFBP3	709	chr7	46625186	46627862
NALM6	USE_19836	15	0.5407	0.0	0.977	HIF3A	43	chr19	46273759	46279496
NB1643	USE_20494	1	0.5462	0.0	1.245	CYRIA	272	chr2	16334502	16336171
NB1643	USE_27947	2	0.5505	0.0	1.048	PLXNA1	125	chr3	127133994	127136520
NB1643	USE_32618	3	0.5589	0.0	1.003	HAND1	0	chr5	154476279	154478132
NB1643	USE_20492	4	0.5599	0.0	1.245	CYRIA	281	chr2	16318213	16335437
NB1643	USE_14189	5	0.561	0.0	1.021	CCDC33	22	chr15	74291869	74292871
NB1643	USE_8207	6	0.5616	0.0	1.035	NECTIN1	96	chr11	119766282	119779108
NB1643	USE_27973	7	0.5636	0.0	1.034	DNAJB8	54	chr3	128409578	128411419
NB1643	USE_20485	8	0.5648	0.0	1.245	MYCN	322	chr2	16260153	16272451
NB1643	USE_15881	9	0.5666	0.0	1.025	GSE1	151	chr16	85269773	85272174
NB1643	USE_20493	10	0.5697	0.0	1.245	CYRIA	288	chr2	16319238	16320073
NB1643	USE_7335	11	0.5718	0.0	0.994	GAL	26	chr11	68659553	68662093
NB1643	USE_25738	12	0.572	0.0	1.106	ARVCF	16	chr22	20008358	20010552
NB1643	USE_8131	13	0.574	0.0	1.012	CEP164	80	chr11	117443887	117445556
NB1643	USE_35615	14	0.5759	0.0	1.131	SDK1	359	chr7	4143573	4145815
NB1643	USE_27948	15	0.5771	0.0	1.048	PLXNA1	128	chr3	127134959	127142580
NCCIT	USE_2301	1	0.4725	0.0	1.395	FAM72C	140	chr1	144102355	144104982
NCCIT	USE_13338	2	0.4875	0.0	1.546	GOLGA6L6	432	chr15	20102319	20105566
NCCIT	USE_39006	3	0.5009	0.0	0.909	PRDM14	9	chr8	70070494	70072592
NCCIT	USE_21666	4	0.5009	0.0	1.145	PLGLB2	324	chr2	87428444	87430934
NCCIT	USE_4126	5	0.5029	0.0	1.378	DISC1	285	chr1	232118621	232120505
NCCIT	USE_13342	6	0.5082	0.0	1.546	GOLGA6L6	195	chr15	20340322	20342233
NCCIT	USE_13348	7	0.5089	0.0	1.546	POTEB2	259	chr15	21107558	21112791
NCCIT	USE_32492	8	0.5121	0.0	1.267	SCGB3A2	4	chr5	147869343	147875077
NCCIT	USE_21715	9	0.5196	0.0	1.262	RPIA	1570	chr2	90291146	90292418
NCCIT	USE_21718	10	0.5233	0.0	1.262	RPIA	2787	chr2	91493074	91523527
NCCIT	USE_42812	11	0.5251	0.0	1.298	ZIC3	2	chrX	137573665	137575309
NCCIT	USE_29995	12	0.5324	0.0	0.991	SPP1	56	chr4	87922509	87924363
NCCIT	USE_30963	13	0.5324	0.0	1.355	ATPSCKMT	134	chr5	10101696	10104195
